per capita income,median household income,median family income,population,number of households,state_nums
20774,60196,65542,529262,143005,43
19858,41458,48125,2760,970,43
42462,83336,95879,37232,13627,43
23584,45395,54941,31157,12491,44
29196,50221,61270,36871,15442,44
29196,50221,61270,36871,15442,44
26205,49271,61516,61270,25754,44
22303,41953,52235,27184,11043,44
22303,41953,52235,27184,11043,44
22303,41953,52235,27184,11043,44
23584,45395,54941,31157,12491,44
23584,45395,54941,31157,12491,44
22303,41953,52235,27184,11043,44
23584,45395,54941,31157,12491,44
30932,52460,70467,56416,25024,44
22303,41953,52235,27184,11043,44
30932,52460,70467,56416,25024,44
30932,52460,70467,56416,25024,44
30932,52460,70467,56416,25024,44
23584,45395,54941,31157,12491,44
30932,52460,70467,56416,25024,44
30932,52460,70467,56416,25024,44
30932,52460,70467,56416,25024,44
30932,52460,70467,56416,25024,44
30932,52460,70467,56416,25024,44
29196,50221,61270,36871,15442,44
23584,45395,54941,31157,12491,44
29196,50221,61270,36871,15442,44
33281,63989,83887,157637,62587,44
26205,49271,61516,61270,25754,44
29761,57281,70640,59427,24661,44
26205,49271,61516,61270,25754,44
26205,49271,61516,61270,25754,44
33159,59509,69722,6984,3023,44
20887,35916,45000,6276,2774,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
26205,49271,61516,61270,25754,44
23584,45395,54941,31157,12491,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
26205,49271,61516,61270,25754,44
30932,52460,70467,56416,25024,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
33281,63989,83887,157637,62587,44
23584,45395,54941,31157,12491,44
22303,41953,52235,27184,11043,44
28722,57565,69157,36811,14164,44
28867,50234,63509,44216,19417,44
28867,50234,63509,44216,19417,44
28867,50234,63509,44216,19417,44
28722,57565,69157,36811,14164,44
28722,57565,69157,36811,14164,44
27157,52686,64500,24670,10046,44
27398,56240,68408,48019,18616,44
27398,56240,68408,48019,18616,44
27157,52686,64500,24670,10046,44
27289,52480,63253,28966,11962,44
28867,50234,63509,44216,19417,44
27398,56240,68408,48019,18616,44
27398,56240,68408,48019,18616,44
27157,52686,64500,24670,10046,44
28867,50234,63509,44216,19417,44
27289,52480,63253,28966,11962,44
28867,50234,63509,44216,19417,44
28867,50234,63509,44216,19417,44
28867,50234,63509,44216,19417,44
28867,50234,63509,44216,19417,44
27157,52686,64500,24670,10046,44
19900,28116,40875,13808,5995,45
26059,48789,59191,14940,6404,45
36505,56438,66773,7448,3261,45
23987,44312,54224,34768,14875,45
26060,44200,56967,26587,10393,45
23987,44312,54224,34768,14875,45
59088,120000,152857,12731,5020,45
20591,30710,40245,15377,6618,45
22699,39416,56290,3998,1706,45
18215,33318,41314,15749,6352,45
22703,39328,48708,33289,14333,45
33115,61048,75640,311314,123683,45
36574,97110,106322,131885,42178,45
22703,39328,48708,33289,14333,45
33115,61048,75640,311314,123683,45
19852,34984,43284,53451,22690,45
22703,39328,48708,33289,14333,45
50532,110292,128596,1101071,389908,45
33115,61048,75640,311314,123683,45
33115,61048,75640,311314,123683,45
25519,52027,60614,73726,27999,45
54608,85706,107511,143684,65369,45
22600,47292,59331,6922,2602,45
28704,51365,55112,4686,2101,45
32572,72088,83877,320430,113637,45
28752,71036,75810,39317,12072,45
36373,82073,95392,65762,24071,45
23219,41275,49044,29274,11656,45
23219,41275,49044,29274,11656,45
31934,65219,76285,442151,164944,45
26372,49625,56625,2276,1006,45
16546,39635,53520,12007,3704,45
32068,70618,78995,18791,6886,45
16664,31308,40704,25497,9653,45
23548,45543,66800,94910,34789,45
22322,35593,44058,6052,2800,45
22355,42906,49682,23975,9623,45
21440,38138,50676,76467,28556,45
22433,46150,58038,18444,6708,45
23548,45543,66800,94910,34789,45
18501,42139,48906,6795,2480,45
18453,36591,49429,6699,2738,45
17630,35237,41875,12759,4572,45
32490,65935,74798,33076,12825,45
23548,45543,66800,94910,34789,45
32572,72088,83877,320430,113637,45
25310,51027,59514,181025,69211,45
22580,44945,56802,32244,12680,45
24162,44848,59384,16240,6773,45
26198,48428,58893,7205,2850,45
32572,72088,83877,320430,113637,45
26059,48789,59191,14940,6404,45
32572,72088,83877,320430,113637,45
32572,72088,83877,320430,113637,45
32572,72088,83877,320430,113637,45
62018,103208,139244,214861,94454,45
23127,48616,64329,14579,4391,45
39600,88409,103556,66015,23130,45
62018,103208,139244,214861,94454,45
28568,51342,60747,12334,5691,45
17167,38648,48786,17126,5817,45
25718,57218,64258,28757,10680,45
20056,36261,49468,32274,12650,45
25718,57218,64258,28757,10680,45
25134,49625,57422,42270,17397,45
25134,49625,57422,42270,17397,45
62018,103208,139244,214861,94454,45
62018,103208,139244,214861,94454,45
25247,50705,62991,136957,52511,45
28889,61610,72597,37836,14387,45
25134,49625,57422,42270,17397,45
17080,38048,53588,49926,15701,45
25245,49157,55966,17532,7130,45
17208,37436,48282,23166,7453,45
37401,98071,106544,416668,132442,45
37401,98071,106544,416668,132442,45
37401,98071,106544,416668,132442,45
28673,60519,72719,36868,13889,45
28697,57596,69792,69175,27233,45
37401,98071,106544,416668,132442,45
62018,103208,139244,214861,94454,45
37401,98071,106544,416668,132442,45
37239,67725,89889,100636,37964,45
37239,67725,89889,100636,37964,45
37239,67725,89889,100636,37964,45
37239,67725,89889,100636,37964,45
25245,49157,55966,17532,7130,45
62018,103208,139244,214861,94454,45
22872,44847,57726,21099,8708,45
25109,41897,54606,54804,22755,45
25519,52027,60614,73726,27999,45
20160,34319,45742,5880,2545,45
23138,46166,53632,95901,36690,45
37239,67725,89889,100636,37964,45
36574,97110,106322,131885,42178,45
36574,97110,106322,131885,42178,45
36574,97110,106322,131885,42178,45
17489,29848,38734,23920,9485,45
23295,38145,48879,97355,42494,45
62018,103208,139244,214861,94454,45
39600,88409,103556,66015,23130,45
39600,88409,103556,66015,23130,45
33540,75070,88604,100328,36927,45
33540,75070,88604,100328,36927,45
25638,48313,59165,22345,9234,45
39133,76960,90406,68171,26883,45
25100,52885,61403,12712,4808,45
38748,77597,95654,14191,5580,45
25638,48313,59165,22345,9234,45
25638,48313,59165,22345,9234,45
23485,45141,54697,17111,7167,45
38444,81892,98848,12117,4591,45
23295,38145,48879,97355,42494,45
29135,66085,78565,84842,30492,45
62018,103208,139244,214861,94454,45
62018,103208,139244,214861,94454,45
20388,37933,47214,22429,8766,45
34234,81753,90752,24151,8314,45
23473,33635,52742,12339,5149,45
62018,103208,139244,214861,94454,45
19337,36607,52837,15862,5673,45
22355,42906,49682,23975,9623,45
26956,54518,66882,33384,13046,45
20929,34659,45024,35938,14770,45
24753,38501,61671,23989,10495,45
45039,80976,92042,21565,8058,45
21769,30325,47297,6977,3018,45
16181,30714,57450,16705,5516,45
44345,97242,113538,23027,8492,45
16380,39697,47517,12078,3389,45
23636,50167,59252,15054,5803,45
30737,49248,66189,11303,5182,45
19107,36218,46628,41154,15406,45
19107,36218,46628,41154,15406,45
46565,122238,133550,326477,106997,45
19107,36218,46628,41154,15406,45
23636,50167,59252,15054,5803,45
26998,59358,70074,18577,6897,45
27184,40496,48681,207878,84833,45
23781,52027,58543,27977,9932,45
20929,34659,45024,35938,14770,45
19107,36218,46628,41154,15406,45
16060,36293,45838,17220,5826,45
26661,48733,60742,24950,9908,45
30903,63942,77524,35373,13560,45
45039,80976,92042,21565,8058,45
31360,78345,87374,124319,41709,45
31360,78345,87374,124319,41709,45
31360,78345,87374,124319,41709,45
46565,122238,133550,326477,106997,45
31360,78345,87374,124319,41709,45
20875,47083,68487,9140,2853,45
18860,34864,42547,18445,7846,45
30881,68288,79101,25860,9462,45
29905,69743,80767,225597,79421,45
20837,37239,46776,31979,12650,45
20837,37239,46776,31979,12650,45
30112,68424,76530,79453,29172,45
19710,32155,41429,5773,2488,45
45039,80976,92042,21565,8058,45
19735,33872,43459,28646,11191,45
18820,32221,41025,17713,7674,45
21816,44618,50969,15371,6086,45
46565,122238,133550,326477,106997,45
46565,122238,133550,326477,106997,45
18762,33015,43384,12478,4751,45
19588,31928,43780,8539,3551,45
21358,35693,45080,44664,18294,45
24557,45624,55970,56195,23358,45
21358,35693,45080,44664,18294,45
27655,60287,67802,33934,12621,45
27268,44601,65579,43663,17443,45
21583,42143,52071,63077,26092,45
27610,50835,66704,17481,7017,45
23868,48372,55182,7020,2863,45
24434,63074,70566,36462,10848,45
27296,53459,60441,13249,5024,45
27298,52195,60869,76885,29440,45
27298,52195,60869,76885,29440,45
19385,32853,43349,29979,12572,45
27379,64423,75328,47330,16039,45
21540,40557,49351,9943,4049,45
21532,44885,53946,11180,4286,45
19385,32853,43349,29979,12572,45
21498,47806,58750,5199,2122,45
21485,38355,47067,22940,9692,45
46565,122238,133550,326477,106997,45
46565,122238,133550,326477,106997,45
30531,53309,64313,10851,4400,45
27184,40496,48681,207878,84833,45
23231,47162,56168,54967,21774,45
31342,55192,71441,8943,3856,45
31728,60795,75860,92824,37928,45
18936,34424,40559,32326,12456,45
31252,76548,87045,28108,9544,45
24659,44747,51986,244090,85557,45
27184,40496,48681,207878,84833,45
27184,40496,48681,207878,84833,45
27184,40496,48681,207878,84833,45
19626,30786,40768,42996,18659,45
26940,62670,68397,15959,5998,45
14763,36505,57868,7026,1709,45
26944,71227,74552,15125,4435,45
46565,122238,133550,326477,106997,45
27184,40496,48681,207878,84833,45
27222,47040,57404,25931,9779,45
37719,53376,65067,15786,7753,46
30941,58455,69775,78806,33096,46
30941,58455,69775,78806,33096,46
37719,53376,65067,15786,7753,46
30941,58455,69775,78806,33096,46
25865,46033,59169,71731,30814,46
28449,53712,67354,11126,4452,46
39911,71811,92510,1974567,802606,46
25893,51354,61230,73047,27220,46
25865,46033,59169,71731,30814,46
30941,58455,69775,78806,33096,46
39911,71811,92510,1974567,802606,46
27065,55925,64951,117641,45293,46
19503,55177,57710,81835,23445,46
23167,40567,47847,12956,5484,46
27681,58225,68276,432549,158855,46
27681,58225,68276,432549,158855,46
27681,58225,68276,432549,158855,46
27681,58225,68276,432549,158855,46
27681,58225,68276,432549,158855,46
19433,43506,48946,244654,79679,46
24659,43175,55321,21802,9058,46
19433,43506,48946,244654,79679,46
19433,43506,48946,244654,79679,46
25661,49233,62589,473832,187572,46
25661,49233,62589,473832,187572,46
25661,49233,62589,473832,187572,46
25661,49233,62589,473832,187572,46
25661,49233,62589,473832,187572,46
25661,49233,62589,473832,187572,46
25661,49233,62589,473832,187572,46
27065,55925,64951,117641,45293,46
28583,60485,72126,178992,65675,46
28583,60485,72126,178992,65675,46
21828,42405,52948,72092,27396,46
21828,42405,52948,72092,27396,46
27065,55925,64951,117641,45293,46
25816,47195,60478,10481,4457,46
28583,60485,72126,178992,65675,46
25893,51354,61230,73047,27220,46
21208,36257,63713,45512,16624,46
20052,37571,42164,7623,2951,46
23814,42519,50956,4027,1651,46
23809,46597,59108,59092,21677,46
25661,49233,62589,473832,187572,46
27065,55925,64951,117641,45293,46
39911,71811,92510,1974567,802606,46
31769,62413,74993,252687,97622,46
39911,71811,92510,1974567,802606,46
28223,59204,70077,805434,300623,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
31769,62413,74993,252687,97622,46
28223,59204,70077,805434,300623,46
39911,71811,92510,1974567,802606,46
29744,62229,74207,256080,100801,46
39911,71811,92510,1974567,802606,46
28223,59204,70077,805434,300623,46
20735,40368,47539,41143,15980,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
26530,51939,68159,203211,79314,46
26530,51939,68159,203211,79314,46
22229,41694,48375,20537,8019,46
22229,41694,48375,20537,8019,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
22212,42860,53627,75419,29527,46
20735,40368,47539,41143,15980,46
22467,51908,55665,38807,13976,46
31769,62413,74993,252687,97622,46
39911,71811,92510,1974567,802606,46
31769,62413,74993,252687,97622,46
28223,59204,70077,805434,300623,46
28223,59204,70077,805434,300623,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
23557,47596,56810,102110,39602,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
31769,62413,74993,252687,97622,46
39911,71811,92510,1974567,802606,46
31769,62413,74993,252687,97622,46
39911,71811,92510,1974567,802606,46
29744,62229,74207,256080,100801,46
39911,71811,92510,1974567,802606,46
28223,59204,70077,805434,300623,46
22334,41815,48156,4006,1715,46
28223,59204,70077,805434,300623,46
31769,62413,74993,252687,97622,46
31769,62413,74993,252687,97622,46
28223,59204,70077,805434,300623,46
28223,59204,70077,805434,300623,46
31769,62413,74993,252687,97622,46
22212,42860,53627,75419,29527,46
22212,42860,53627,75419,29527,46
29744,62229,74207,256080,100801,46
26954,51548,66182,2249,970,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
21986,41742,52410,43513,17684,46
31349,68381,80856,724627,268722,46
19738,45949,52848,90202,30012,46
31349,68381,80856,724627,268722,46
21986,41742,52410,43513,17684,46
23888,39830,50919,20781,9366,46
31349,68381,80856,724627,268722,46
31349,68381,80856,724627,268722,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
22796,42982,63929,41291,16538,46
31349,68381,80856,724627,268722,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
31349,68381,80856,724627,268722,46
31349,68381,80856,724627,268722,46
23542,48755,57662,60647,23358,46
31349,68381,80856,724627,268722,46
31349,68381,80856,724627,268722,46
29744,62229,74207,256080,100801,46
16940,43926,48121,18802,5738,46
39911,71811,92510,1974567,802606,46
28223,59204,70077,805434,300623,46
28223,59204,70077,805434,300623,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
28223,59204,70077,805434,300623,46
28223,59204,70077,805434,300623,46
39911,71811,92510,1974567,802606,46
29744,62229,74207,256080,100801,46
28223,59204,70077,805434,300623,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
39911,71811,92510,1974567,802606,46
28266,46320,62737,29882,13801,46
21986,41742,52410,43513,17684,46
28266,46320,62737,29882,13801,46
31349,68381,80856,724627,268722,46
39911,71811,92510,1974567,802606,46
31349,68381,80856,724627,268722,46
23261,38522,49200,30517,12890,47
23261,38522,49200,30517,12890,47
17341,28513,38920,14807,5975,47
17341,28513,38920,14807,5975,47
14093,22252,30671,21651,8229,47
16740,31613,42629,9352,3435,47
23309,43183,54364,69078,27599,47
23309,43183,54364,69078,27599,47
23647,38374,52300,96604,40144,47
23309,43183,54364,69078,27599,47
23309,43183,54364,69078,27599,47
17416,33784,44595,13795,5350,47
24329,40681,51779,32840,14042,47
17334,34817,43622,8213,2778,47
17341,28513,38920,14807,5975,47
24042,42287,53647,86779,35569,47
24042,42287,53647,86779,35569,47
20193,41368,51667,11869,4449,47
23229,42152,53822,56666,22593,47
21457,45413,52128,33666,12697,47
21627,42156,54315,24517,9559,47
21653,37969,49622,16435,6903,47
21720,37895,48487,35588,15409,47
21720,37895,48487,35588,15409,47
21720,37895,48487,35588,15409,47
21720,37895,48487,35588,15409,47
21720,37895,48487,35588,15409,47
19032,32723,43097,13922,5020,47
21837,40758,49936,78993,31364,47
21852,34702,43795,5796,2427,47
18685,33771,42182,45889,17250,47
18685,33771,42182,45889,17250,47
18635,31848,43884,14524,5780,47
22312,36046,51724,17502,7343,47
18458,35487,42293,21660,8416,47
26264,53515,61575,105812,40447,47
22527,40376,53355,29229,11459,47
18377,34454,47602,23479,9101,47
22815,42493,55605,23932,9968,47
22815,42493,55605,23932,9968,47
25846,44173,68101,98483,36449,47
25846,44173,68101,98483,36449,47
21312,41859,57604,7602,2747,47
18053,31679,41920,7603,3141,47
21253,34175,47745,7603,3274,47
19497,36964,46749,42007,16555,47
20294,41234,46707,13512,5648,47
20373,33779,43975,8723,3694,47
20373,33779,43975,8723,3694,47
20373,33779,43975,8723,3694,47
20391,34842,44751,62261,25641,47
19901,36999,47700,36442,14699,47
20609,35955,47986,26460,10827,47
20622,38411,44401,27271,10609,47
20622,38411,44401,27271,10609,47
20622,38411,44401,27271,10609,47
29605,65304,77447,54131,19889,47
29605,65304,77447,54131,19889,47
29605,65304,77447,54131,19889,47
19788,31163,48910,28015,11180,47
20704,39206,47671,9120,3712,47
28174,46085,58481,192311,82756,47
20848,39536,48618,16906,6878,47
27957,54854,65900,56033,21391,47
19595,37276,48547,29399,11163,47
21126,37635,49677,7061,3050,47
21126,37635,49677,7061,3050,47
21126,37635,49677,7061,3050,47
19498,39381,49740,24371,9011,47
21175,36199,44653,16411,6451,47
18053,31679,41920,7603,3141,47
26135,41025,57865,44156,18553,47
17843,35769,45615,10303,4032,47
17937,27645,34786,9073,3928,47
23229,42152,53822,56666,22593,47
17876,37327,44395,16655,6099,47
17870,38442,49852,8678,2590,47
23209,40064,48275,26168,10657,47
17734,27766,45831,23746,10570,47
27787,53119,67159,250597,98962,48
27607,53363,64950,134497,53079,48
27607,53363,64950,134497,53079,48
27607,53363,64950,134497,53079,48
33712,61721,83509,496762,206982,48
24367,47701,58770,7417,3085,48
27607,53363,64950,134497,53079,48
27462,59226,74867,40870,15069,48
27462,59226,74867,40870,15069,48
27607,53363,64950,134497,53079,48
27787,53119,67159,250597,98962,48
27787,53119,67159,250597,98962,48
24500,47384,58708,13466,5777,48
25275,46994,60358,19042,8001,48
25282,53588,67033,20578,8145,48
24295,43193,55164,950527,379637,48
24295,43193,55164,950527,379637,48
24295,43193,55164,950527,379637,48
23809,39904,46831,16542,7663,48
24295,43193,55164,950527,379637,48
24295,43193,55164,950527,379637,48
24295,43193,55164,950527,379637,48
33712,61721,83509,496762,206982,48
24295,43193,55164,950527,379637,48
