County,State,per capita income,median household income,median family income,population,number of households,x,y,Has Market,state_nums
"NV, Clark",Nevada,26217,52873,60666,1976925,710058,-115.17683999999998,36.068779,1.0,27
"NV, Clark",Nevada,26217,52873,60666,1976925,710058,-114.98172,36.039524,1.0,27
"NV, Clark",Nevada,26217,52873,60666,1976925,710058,-115.17683999999998,36.068779,1.0,27
"NV, Humboldt",Nevada,26515,59472,74433,16800,6314,0.0,0.0,0.0,27
"NV, Carson City",Nevada,26264,51957,63883,54821,21186,-119.76822,39.162788,1.0,27
"NV, Mineral",Nevada,23146,35017,61226,4700,2147,0.0,0.0,0.0,27
"NH, Belknap",New Hampshire,30518,58654,67570,60216,25049,-71.562691,43.45779,1.0,28
"NH, Belknap",New Hampshire,30518,58654,67570,60216,25049,-71.561501,43.6548,1.0,28
"NH, Belknap",New Hampshire,30518,58654,67570,60216,25049,-71.604568,43.534958,1.0,28
"NH, Belknap",New Hampshire,30518,58654,67570,60216,25049,-71.47081800000002,43.528652,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.56551400000002,43.338272,1.0,28
"NH, Belknap",New Hampshire,30518,58654,67570,60216,25049,-71.46859,43.527592,1.0,28
"NH, Strafford",New Hampshire,29369,58825,73260,123836,46968,-71.030998,43.298901,1.0,28
"NH, Belknap",New Hampshire,30518,58654,67570,60216,25049,-71.577797,43.6852,1.0,28
"NH, Belknap",New Hampshire,30518,58654,67570,60216,25049,-71.561859,43.458179,1.0,28
"NH, Carroll",New Hampshire,31558,50866,58867,47694,20922,-71.577797,43.6852,1.0,28
"NH, Carroll",New Hampshire,31558,50866,58867,47694,20922,-71.16494,43.75584,1.0,28
"NH, Carroll",New Hampshire,31558,50866,58867,47694,20922,-71.438705,43.809349,1.0,28
"NH, Strafford",New Hampshire,29369,58825,73260,123836,46968,-71.046898,43.222801,1.0,28
"NH, Strafford",New Hampshire,29369,58825,73260,123836,46968,-71.030998,43.298901,1.0,28
"NH, Belknap",New Hampshire,30518,58654,67570,60216,25049,-71.575806,43.450027,1.0,28
"NH, Strafford",New Hampshire,29369,58825,73260,123836,46968,-71.00605,43.126854,1.0,28
"NH, Strafford",New Hampshire,29369,58825,73260,123836,46968,-70.8601,43.215561,1.0,28
"NH, Strafford",New Hampshire,29369,58825,73260,123836,46968,-71.029938,43.29887,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.984779,42.97303400000001,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.716103,42.915298,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.716103,42.915298,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.4664,42.7635,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.460175,42.992283,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.459976,42.992722,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.48822,42.874748,1.0,28
"NH, Sullivan",New Hampshire,28582,54463,65969,43398,17808,-72.174171,43.365959,1.0,28
"NH, Sullivan",New Hampshire,28582,54463,65969,43398,17808,-72.276604,43.507401,1.0,28
"NH, Sullivan",New Hampshire,28582,54463,65969,43398,17808,-72.339302,43.375824,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.667419,42.839264,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.648987,42.835361,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.69148299999998,42.976192,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.716103,42.915298,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.729416,43.09446,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.730492,43.095699,1.0,28
"NH, Cheshire",New Hampshire,27874,55155,70026,76896,30458,-72.035851,42.765594,1.0,28
"NH, Cheshire",New Hampshire,27874,55155,70026,76896,30458,-72.023788,42.815212,1.0,28
"NH, Cheshire",New Hampshire,27874,55155,70026,76896,30458,-72.279213,42.932304,1.0,28
"NH, Cheshire",New Hampshire,27874,55155,70026,76896,30458,-72.428612,43.079327,1.0,28
"NH, Coos",New Hampshire,24367,41985,53813,32520,14531,-71.577797,43.6852,1.0,28
"NH, Coos",New Hampshire,24367,41985,53813,32520,14531,-71.57060200000002,44.491299,1.0,28
"NH, Coos",New Hampshire,24367,41985,53813,32520,14531,-71.502899,44.891899,1.0,28
"NH, Coos",New Hampshire,24367,41985,53813,32520,14531,-71.18306,44.469528,1.0,28
"NH, Carroll",New Hampshire,31558,50866,58867,47694,20922,-71.26265,43.859756,1.0,28
"NH, Strafford",New Hampshire,29369,58825,73260,123836,46968,-71.172287,43.436749,1.0,28
"NH, Carroll",New Hampshire,31558,50866,58867,47694,20922,-71.097183,43.69022,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.95540600000002,43.268864,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.482483,42.950375,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-70.753555,43.071194,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-70.831726,43.033188,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-71.243011,43.133331,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.58833299999998,43.283081,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.577797,43.6852,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-71.326736,42.880581,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-71.14933,43.193794,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-71.000313,43.01685300000001,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-70.95005,42.983631,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-71.237259,42.781773,1.0,28
"NH, Grafton",New Hampshire,30738,54912,71158,89166,35111,-72.288597,43.7033,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.45129399999998,43.167011,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-70.77327,43.011089,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.71669,43.331047,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-71.165901,43.020729,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-70.875969,43.200764,1.0,28
"NH, Grafton",New Hampshire,30738,54912,71158,89166,35111,-72.143799,43.644501,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-70.91066,43.136608,1.0,28
"NH, Grafton",New Hampshire,30738,54912,71158,89166,35111,-72.01039899999998,43.646614,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-70.861099,43.216301,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.816055,43.280685,1.0,28
"NH, Grafton",New Hampshire,30738,54912,71158,89166,35111,-71.642883,43.850925,1.0,28
"NH, Grafton",New Hampshire,30738,54912,71158,89166,35111,-71.91100300000002,44.2141,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.538414,43.206451,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-71.577797,43.6852,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-71.101692,43.1166,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-70.936447,43.078266,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-70.93808,43.078857,1.0,28
"NH, Rockingham",New Hampshire,38399,77348,93420,296718,116262,-71.577797,43.6852,1.0,28
"NH, Grafton",New Hampshire,30738,54912,71158,89166,35111,-71.68689,43.75647,1.0,28
"NH, Carroll",New Hampshire,31558,50866,58867,47694,20922,-71.03690300000002,43.5741,1.0,28
"NH, Grafton",New Hampshire,30738,54912,71158,89166,35111,-72.251396,43.642887,1.0,28
"NH, Grafton",New Hampshire,30738,54912,71158,89166,35111,-71.577797,43.6852,1.0,28
"NH, Carroll",New Hampshire,31558,50866,58867,47694,20922,-71.202156,43.581017,1.0,28
"NH, Grafton",New Hampshire,30738,54912,71158,89166,35111,-71.770302,44.305599,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.862335,43.526741,1.0,28
"NH, Hillsborough",New Hampshire,34390,69829,84430,402017,154324,-71.464699,42.758202,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.643562,43.448067,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.804604,43.164101,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.577797,43.6852,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.981842,43.413288,1.0,28
"NH, Merrimack",New Hampshire,31310,65353,80655,146710,56812,-71.713081,43.222672,1.0,28
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-74.133827,41.032669,1.0,29
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-74.145927,41.059135,1.0,29
"NJ, Camden",New Jersey,30592,61683,77369,513512,187941,-75.049072,39.952473,1.0,29
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-74.145927,41.059135,1.0,29
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-74.010429,41.008175,1.0,29
"NJ, Burlington",New Jersey,36835,78446,94324,449964,164979,-74.725098,40.055401,1.0,29
"NJ, Burlington",New Jersey,36835,78446,94324,449964,164979,-74.881897,40.047401,1.0,29
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-74.059372,40.951092,1.0,29
"NJ, Cape May",New Jersey,32948,56494,74112,96684,42312,-74.57208299999998,39.282143,1.0,29
"NJ, Cape May",New Jersey,32948,56494,74112,96684,42312,-74.758003,39.054001,1.0,29
"NJ, Cape May",New Jersey,32948,56494,74112,96684,42312,-74.93903399999998,38.942226,1.0,29
"NJ, Cumberland",New Jersey,22524,50750,60388,157342,50676,-75.234352,39.428986,1.0,29
"NJ, Cumberland",New Jersey,22524,50750,60388,157342,50676,-75.02198800000002,39.485569,1.0,29
"NJ, Atlantic",New Jersey,27391,54235,66619,274960,101091,-74.425598,39.362999,1.0,29
"NJ, Burlington",New Jersey,36835,78446,94324,449964,164979,-75.001724,39.955444,1.0,29
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-74.244576,41.022717,1.0,29
"NJ, Somerset",New Jersey,47803,99020,117393,326207,115531,-74.624115,40.544498,1.0,29
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-74.128197,40.961914,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.414536,40.759056,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.346901,40.833099,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.47608199999998,40.89101,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.69659399999998,40.784019,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.38443000000002,40.739681,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.413353,40.905689,1.0,29
"NJ, Union",New Jersey,35089,68507,83164,540568,185483,-74.403938,40.708363,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.58518199999997,40.78701,1.0,29
"NJ, Union",New Jersey,35089,68507,83164,540568,185483,-74.39756,40.650166,1.0,29
"NJ, Union",New Jersey,35089,68507,83164,540568,185483,-74.358727,40.718971,1.0,29
"NJ, Union",New Jersey,35089,68507,83164,540568,185483,-74.310295,40.660042,1.0,29
"NJ, Hunterdon",New Jersey,50349,106143,125828,127047,46816,-74.871277,40.505665,1.0,29
"NJ, Union",New Jersey,35089,68507,83164,540568,185483,-74.34713,40.649342,1.0,29
"NJ, Hunterdon",New Jersey,50349,106143,125828,127047,46816,-74.896004,40.668301,1.0,29
"NJ, Hunterdon",New Jersey,50349,106143,125828,127047,46816,-75.059525,40.5266,1.0,29
"NJ, Hunterdon",New Jersey,50349,106143,125828,127047,46816,-74.905762,40.638374,1.0,29
"NJ, Union",New Jersey,35089,68507,83164,540568,185483,-74.314552,40.706844,1.0,29
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-74.075203,40.8643,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.489944,40.801308,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.478142,40.796528,1.0,29
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-73.980003,40.844501,1.0,29
"NJ, Warren",New Jersey,33555,70912,85091,108150,41463,-74.978432,40.758789,1.0,29
"NJ, Salem",New Jersey,28772,59718,74469,65825,25003,-75.468048,39.572151,1.0,29
"NJ, Warren",New Jersey,33555,70912,85091,108150,41463,-74.813622,40.9146,1.0,29
"NJ, Warren",New Jersey,33555,70912,85091,108150,41463,-74.828514,40.85295900000001,1.0,29
"NJ, Warren",New Jersey,33555,70912,85091,108150,41463,-74.955688,40.982895,1.0,29
"NJ, Warren",New Jersey,33555,70912,85091,108150,41463,-75.076492,40.82725900000001,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.47863000000002,40.829639,1.0,29
"NJ, Somerset",New Jersey,47803,99020,117393,326207,115531,-74.490707,40.618587,1.0,29
"NJ, Somerset",New Jersey,47803,99020,117393,326207,115531,-74.607979,40.588551,1.0,29
"NJ, Somerset",New Jersey,47803,99020,117393,326207,115531,-74.646889,40.662857,1.0,29
"NJ, Middlesex",New Jersey,34345,79596,93519,817026,280988,-74.45182,40.486217,1.0,29
"NJ, Middlesex",New Jersey,34345,79596,93519,817026,280988,-74.444572,40.480171,1.0,29
"NJ, Middlesex",New Jersey,34345,79596,93519,817026,280988,-74.364471,40.541016,1.0,29
"NJ, Middlesex",New Jersey,34345,79596,93519,817026,280988,-74.429108,40.498333,1.0,29
"NJ, Morris",New Jersey,48814,98633,117683,495261,179665,-74.77002,40.784492,1.0,29
"NJ, Atlantic",New Jersey,27391,54235,66619,274960,101091,-74.802208,39.635666,1.0,29
"NJ, Atlantic",New Jersey,27391,54235,66619,274960,101091,-74.482239,39.336769,1.0,29
"NJ, Camden",New Jersey,30592,61683,77369,513512,187941,-75.002716,39.85059,1.0,29
"NJ, Bergen",New Jersey,43347,83794,102222,912795,335422,-74.102997,40.82719,1.0,29
"NJ, Passaic",New Jersey,27152,57654,67890,502854,162543,-74.150787,40.892887,1.0,29
"NJ, Passaic",New Jersey,27152,57654,67890,502854,162543,-74.154854,40.950321,1.0,29
"NJ, Passaic",New Jersey,27152,57654,67890,502854,162543,-74.224533,40.88081,1.0,29
"NJ, Camden",New Jersey,30592,61683,77369,513512,187941,-75.096298,39.926701,1.0,29
"NJ, Ocean",New Jersey,30477,61136,76822,578902,221774,-74.19740300000002,39.7873,1.0,29
"NJ, Monmouth",New Jersey,42749,84526,105971,629735,233909,-73.994354,40.404839,1.0,29
"NJ, Ocean",New Jersey,30477,61136,76822,578902,221774,-74.197502,39.951199,1.0,29
"NJ, Ocean",New Jersey,30477,61136,76822,578902,221774,-74.049973,40.09201,1.0,29
"NJ, Camden",New Jersey,30592,61683,77369,513512,187941,-75.058693,39.882309,1.0,29
"NJ, Camden",New Jersey,30592,61683,77369,513512,187941,-75.032288,39.897739,1.0,29
"NJ, Sussex",New Jersey,37949,87335,100066,147924,54746,-74.686829,41.0961,1.0,29
"NJ, Sussex",New Jersey,37949,87335,100066,147924,54746,-74.630714,41.040085,1.0,29
"NJ, Sussex",New Jersey,37949,87335,100066,147924,54746,-74.716408,41.135178,1.0,29
"NJ, Essex",New Jersey,32181,55095,69448,785853,277302,-74.238129,40.780392,1.0,29
"NJ, Passaic",New Jersey,27152,57654,67890,502854,162543,-74.266487,41.088593,1.0,29
"NJ, Essex",New Jersey,32181,55095,69448,785853,277302,-74.170799,40.7435,1.0,29
"NJ, Essex",New Jersey,32181,55095,69448,785853,277302,-74.310898,40.723701,1.0,29
"NJ, Essex",New Jersey,32181,55095,69448,785853,277302,-74.260124,40.74545300000001,1.0,29
"NJ, Essex",New Jersey,32181,55095,69448,785853,277302,-74.209976,40.76125,1.0,29
"NJ, Essex",New Jersey,32181,55095,69448,785853,277302,-74.275215,40.839985,1.0,29
"NJ, Ocean",New Jersey,30477,61136,76822,578902,221774,-74.222504,39.753601,1.0,29
"NJ, Monmouth",New Jersey,42749,84526,105971,629735,233909,-74.000778,40.219337,1.0,29
"NJ, Monmouth",New Jersey,42749,84526,105971,629735,233909,-74.038864,40.412777,1.0,29
"NJ, Monmouth",New Jersey,42749,84526,105971,629735,233909,-74.110519,40.059166,1.0,29
"NJ, Camden",New Jersey,30592,61683,77369,513512,187941,-75.119469,39.94273,1.0,29
"NJ, Monmouth",New Jersey,42749,84526,105971,629735,233909,-74.06076800000002,40.305611,1.0,29
"NJ, Monmouth",New Jersey,42749,84526,105971,629735,233909,-74.361,40.312599,1.0,29
"NJ, Monmouth",New Jersey,42749,84526,105971,629735,233909,-74.07634,40.350716,1.0,29
"NJ, Ocean",New Jersey,30477,61136,76822,578902,221774,-74.207481,39.992508,1.0,29
"NJ, Monmouth",New Jersey,42749,84526,105971,629735,233909,-73.973915,40.362583,1.0,29
"NJ, Essex",New Jersey,32181,55095,69448,785853,277302,-74.154587,40.824341,1.0,29
"NJ, Passaic",New Jersey,27152,57654,67890,502854,162543,-74.370659,41.12841,1.0,29
"NJ, Monmouth",New Jersey,42749,84526,105971,629735,233909,-74.205795,40.436184,1.0,29
"NJ, Hudson",New Jersey,32641,58442,62168,644605,243875,-74.070763,40.714275,1.0,29
"NJ, Mercer",New Jersey,37465,73480,94267,368094,130754,-74.660515,40.351479,1.0,29
"NJ, Hudson",New Jersey,32641,58442,62168,644605,243875,-74.043541,40.744446,1.0,29
"NJ, Mercer",New Jersey,37465,73480,94267,368094,130754,-74.625534,40.217731,1.0,29
"NJ, Mercer",New Jersey,37465,73480,94267,368094,130754,-74.751503,40.242889,1.0,29
"NJ, Mercer",New Jersey,37465,73480,94267,368094,130754,-74.630997,40.315548,1.0,29
"NJ, Mercer",New Jersey,37465,73480,94267,368094,130754,-74.79547099999998,40.349129,1.0,29
"NJ, Hudson",New Jersey,32641,58442,62168,644605,243875,-74.06390400000002,40.731602,1.0,29
"NJ, Hudson",New Jersey,32641,58442,62168,644605,243875,-74.02510799999997,40.752861,1.0,29
"NJ, Hudson",New Jersey,32641,58442,62168,644605,243875,-74.042603,40.719658,1.0,29
"NJ, Hudson",New Jersey,32641,58442,62168,644605,243875,-74.081429,40.723953,1.0,29
"NJ, Hudson",New Jersey,32641,58442,62168,644605,243875,-74.042603,40.7197,1.0,29
"NJ, Gloucester",New Jersey,32600,74524,87913,289098,104145,-75.150047,39.8367,1.0,29
"NJ, Camden",New Jersey,30592,61683,77369,513512,187941,-75.054703,39.912312,1.0,29
"NJ, Mercer",New Jersey,37465,73480,94267,368094,130754,-74.75318100000001,40.216816,1.0,29
"NJ, Mercer",New Jersey,37465,73480,94267,368094,130754,-74.763512,40.218628,1.0,29
"NJ, Mercer",New Jersey,37465,73480,94267,368094,130754,-74.783287,40.268253,1.0,29
"NJ, Hudson",New Jersey,32641,58442,62168,644605,243875,-74.047302,40.717964,1.0,29
"NJ, Hudson",New Jersey,32641,58442,62168,644605,243875,-74.045097,40.727798,1.0,29
"NM, Santa Fe",New Mexico,32298,52917,64737,145400,61012,-106.01571,35.64452,1.0,30
"NM, Santa Fe",New Mexico,32298,52917,64737,145400,61012,-105.94908999999998,35.682133,1.0,30
"NM, De Baca",New Mexico,24879,37660,46534,1975,689,-104.24401,34.470848,1.0,30
"NM, Hidalgo",New Mexico,18392,34080,37432,4834,1837,0.0,0.0,0.0,30
"NM, Valencia",New Mexico,19623,42506,51686,76461,26894,-106.7752,34.662781,1.0,30
"NM, Bernalillo",New Mexico,26814,48801,60740,667092,263135,-106.67763,35.05265,1.0,30
"NM, Sandoval",New Mexico,26924,58017,65768,133503,47164,-106.62016,35.220005,1.0,30
"NM, Doña Ana",New Mexico,19565,37933,44518,211175,73797,0.0,0.0,0.0,30
"NM, Luna",New Mexico,16114,29282,35762,25001,8862,-107.75094,32.189125,1.0,30
"NM, Cibola",New Mexico,16129,37237,42024,27296,8016,-107.85432,35.152798,1.0,30
"NM, McKinley",New Mexico,12679,30458,36109,72373,17427,-108.7477,35.525093,1.0,30
"NM, McKinley",New Mexico,12679,30458,36109,72373,17427,-108.70895,36.774925,1.0,30
"NM, Lea",New Mexico,22484,50694,60006,65681,21126,0.0,0.0,0.0,30
"NM, San Juan",New Mexico,21260,48196,57715,128476,40945,-108.1642,36.745365,1.0,30
"NM, Sandoval",New Mexico,26924,58017,65768,133503,47164,-106.54684,35.313705,1.0,30
"NM, Harding",New Mexico,25686,34063,49167,687,261,0.0,0.0,0.0,30
"NM, San Miguel",New Mexico,17926,28275,40284,29093,11435,-105.45013,35.37412600000001,1.0,30
"NM, Quay",New Mexico,17936,30802,41304,8890,3476,0.0,0.0,0.0,30
"NM, Bernalillo",New Mexico,26814,48801,60740,667092,263135,-106.56584,35.103989,1.0,30
"NM, Guadalupe",New Mexico,14198,29071,36435,4626,1260,0.0,0.0,0.0,30
"NM, Bernalillo",New Mexico,26814,48801,60740,667092,263135,-106.65689,35.085972,1.0,30
"NM, San Juan",New Mexico,21260,48196,57715,128476,40945,-107.9891,36.8279,1.0,30
"NM, Bernalillo",New Mexico,26814,48801,60740,667092,263135,-106.55762,35.1506,1.0,30
"NM, Socorro",New Mexico,18104,34036,44076,17756,5329,-106.89271,34.053299,1.0,30
"NM, Sierra",New Mexico,17752,27430,40786,11898,4350,-107.24867,33.12928400000001,1.0,30
"NM, Sandoval",New Mexico,26924,58017,65768,133503,47164,-106.40432,35.416275,1.0,30
"NM, Sandoval",New Mexico,26924,58017,65768,133503,47164,-106.9584,36.022221,1.0,30
"NM, Santa Fe",New Mexico,32298,52917,64737,145400,61012,-106.02073,35.88839,1.0,30
"NM, Curry",New Mexico,21259,39871,50963,49302,18027,-103.1962,34.430477,1.0,30
"NM, San Juan",New Mexico,21260,48196,57715,128476,40945,-108.36052,36.75079,1.0,30
"NM, Socorro",New Mexico,18104,34036,44076,17756,5329,-106.89307,34.057209,1.0,30
"NM, Torrance",New Mexico,18675,31161,45409,16185,5638,-106.24216,34.519913,1.0,30
"NM, Grant",New Mexico,22755,37899,45616,29471,12216,-107.94,32.802101,1.0,30
"NM, Grant",New Mexico,22755,37899,45616,29471,12216,-108.27557,32.773106,1.0,30
"NM, Union",New Mexico,18472,38902,48350,4458,1606,0.0,0.0,0.0,30
"NM, Bernalillo",New Mexico,26814,48801,60740,667092,263135,-106.60045,35.07753,1.0,30
"NM, Bernalillo",New Mexico,26814,48801,60740,667092,263135,-106.65425,35.159134,1.0,30
"NM, Otero",New Mexico,19880,39263,46828,64767,23945,-106.0109,33.079659,1.0,30
"NM, Otero",New Mexico,19880,39263,46828,64767,23945,-105.47791,32.890144,1.0,30
"NM, Otero",New Mexico,19880,39263,46828,64767,23945,-105.74059,32.957355,1.0,30
"NM, Otero",New Mexico,19880,39263,46828,64767,23945,-105.9606,32.926491,1.0,30
"NM, Catron",New Mexico,20616,39826,45821,3683,1581,0.0,0.0,0.0,30
"NM, Mora",New Mexico,20543,28481,41794,4788,1532,-105.33022,35.973923,1.0,30
"NM, Santa Fe",New Mexico,32298,52917,64737,145400,61012,-105.8905,35.536121,1.0,30
"NM, Colfax",New Mexico,21387,37734,47100,13485,5574,-104.43822,36.90205,1.0,30
"NM, Roosevelt",New Mexico,17477,38764,42703,19984,7043,-103.339,34.185299,1.0,30
"NM, Taos",New Mexico,21333,32637,44541,32899,13338,-105.57453999999998,36.407207,1.0,30
"NM, Lincoln",New Mexico,25449,43014,49213,20359,8685,-105.59097,33.331406,1.0,30
"NM, Otero",New Mexico,19880,39263,46828,64767,23945,-105.96099,32.914097,1.0,30
